item,status,retries,error
risacza01,done,0,
riverau01,done,0,
roberan03,done,0,
roberan02,done,0,
roberte01,done,0,
roberbr01,done,0,
roberla01,done,0,
roberry01,done,0,
robinbe01,done,0,
robindu01,done,0,
robined01,done,0,
robingl02,done,0,
robinja03,done,0,
robinmi01,done,0,
robinna01,done,0,
robinth01,done,0,
robyis01,done,0,
rodrise01,done,0,
rondora01,done,0,
rosede01,done,0,
rossqu01,done,0,
rosste01,done,0,
roybr01,done,0,
roziete01,done,0,
rubiori01,done,0,
ruckegu01,done,0,
rudezda01,done,0,
ruffimi01,done,0,
rushbr01,done,0,
rushka01,done,0,
russeda01,done,0,
russewa02,done,0,
sabondo01,done,0,
sacrero01,done,0,
salauti01,done,0,
salmojo01,done,0,
samakso01,done,0,
sambch01,done,0,
sampsja01,done,0,
samuesa01,done,0,
sanchpe01,done,0,
sandela01,done,0,
sandeme01,done,0,
santida01,done,0,
santogu01,done,0,
sarafbe01,done,0,
saricda01,done,0,
sarral01,done,0,
sasseje01,done,0,
sassema01,done,0,
satorto01,done,0,
satteke01,done,0,
savovpr01,done,0,
scalabr01,done,0,
scaleal01,done,0,
scheiba01,done,0,
schenlu01,done,0,
schrode01,done,0,
scolalu01,done,0,
scottmi01,done,0,
scotttr01,done,0,
sefolth01,done,0,
selbyjo01,done,0,
seldewa01,done,0,
senesa01,done,0,
sengual01,done,0,
sensabr01,done,0,
serapke01,done,0,
sesayan01,done,0,
sessira01,done,0,
seungha01,done,0,
sextoco01,done,0,
shakumu01,done,0,
shamela01,done,0,
shannte01,done,0,
sharpda01,done,0,
sharpsh01,done,0,
sharpwa01,done,0,
sheadja01,done,0,
shengto01,done,0,
sheppbe01,done,0,
sheppre01,done,0,
shirlpa01,done,0,
shumpim01,done,0,
shvedal01,done,0,
siakapa01,done,0,
siberjo01,done,0,
silasxa01,done,0,
silerga01,done,0,
silvach01,done,0,
simiewa01,done,0,
simmobe01,done,0,
simmobo01,done,0,
simmoce01,done,0,
simmojo02,done,0,
simonma01,done,0,
simonan01,done,0,
simpsza01,done,0,
simsco01,done,0,
simshe01,done,0,
simsja01,done,0,
singlky01,done,0,
singlse01,done,0,
singlch01,done,0,
singlja01,done,0,
sirvyde01,done,0,
sivape01,done,0,
slayta01,done,0,
sloando01,done,0,
slokaur01,done,0,
smailal01,done,0,
smartma01,done,0,
smithch05,done,0,
smithcr01,done,0,
smithde03,done,0,
smithdo04,done,0,
smithgr02,done,0,
smithis01,done,0,
smithjr01,done,0,
smithja01,done,0,
smithja05,done,0,
smithja04,done,0,
smithja02,done,0,
smithje01,done,0,
smithjo03,done,0,
smithle01,done,0,
smithma02,done,0,
smithmi03,done,0,
smithno01,done,0,
smithru01,done,0,
smithst03,done,0,
smithth01,done,0,
smithzh01,done,0,
snellto01,done,0,
snydeki01,done,0,
sochaje01,done,0,
solomwi01,done,0,
songada01,done,0,
southja01,done,0,
sowpa01,done,0,
spanova01,done,0,
speigma01,done,0,
spellom01,done,0,
splitti01,done,0,
sprinja01,done,0,
stausni01,done,0,
stephdj01,done,0,
stephla01,done,0,
stephal01,done,0,
stevede01,done,0,
stewais01,done,0,
stiemgr01,done,0,
stockda01,done,0,
stokeja01,done,0,
stonedi01,done,0,
stoneju01,done,0,
storeaw01,done,0,
stoudsa01,done,0,
stoudam01,done,0,
strawdj01,done,0,
strawju01,done,0,
stuckro01,done,0,
suggsja01,done,0,
sullija01,done,0,
summeda01,done,0,
swanica01,done,0,
sweetmi01,done,0,
swiftro01,done,0,
swiftst01,done,0,
swordcr01,done,0,
sypa01,done,0,
sykeske01,done,0,
szczewa02,done,0,
tabusyu01,done,0,
taftch01,done,0,
tarladr01,done,0,
tateja01,done,0,
tatumja01,done,0,
tavarwa01,done,0,
taylodo01,done,0,
taylois01,done,0,
tayloje03,done,0,
tayloje02,done,0,
taylomi01,done,0,
tayloty01,done,0,
teaguje01,done,0,
teaguma01,done,0,
teletmi01,done,0,
telfase01,done,0,
templga01,done,0,
teodomi01,done,0,
terryem01,done,0,
terryja01,done,0,
teskejo01,done,0,
thabeha01,done,0,
theisda01,done,0,
thierad01,done,0,
thomaad01,done,0,
thomabi01,done,0,
thomaca02,done,0,
thomaet01,done,0,
thomais02,done,0,
thomaja01,done,0,
thomaja02,done,0,
thomake01,done,0,
thomakh01,done,0,
thomala01,done,0,
thomama01,done,0,
thomama02,done,0,
thomaty01,done,0,
thomptr02,done,0,
thompam01,done,0,
thompau01,done,0,
thompdi01,done,0,
thompho01,done,0,
thompja02,done,0,
thompkl01,done,0,
thompmy02,done,0,
thomptr01,done,0,
thornal01,done,0,
thornma01,done,0,
thybuma01,done,0,
tillmxa01,done,0,
tinslja01,done,0,
tobeymi01,done,0,
toddis01,done,0,
tollian01,done,0,
topicni01,done,0,
toppiob01,done,0,
torreos01,done,0,
townska01,done,0,
traorno01,done,0,
trentga02,done,0,
trepaje01,done,0,
trieral01,done,0,
trybace01,done,0,
tsakaja01,done,0,
tskitni01,done,0,
tuckeal02,done,0,
tuckepj01,done,0,
turiaro01,done,0,
turkcmi01,done,0,
turkohe01,done,0,
turneev01,done,0,
turnemy01,done,0,
turnewa01,done,0,
tylerje01,done,0,
tysonhu01,done,0,
tysonja01,done,0,
ubileed01,done,0,
udohek01,done,0,
udokaim01,done,0,
udrihbe01,done,0,
ukicro01,done,0,
ulisty01,done,0,
uthofja01,done,0,
uzohbe01,done,0,
valanjo01,done,0,
valende01,done,0,
vanvlfr01,done,0,
vandeja01,done,0,
vanteda01,done,0,
vardara01,done,0,
varejan01,done,0,
varnaja01,done,0,
vasqugr01,done,0,
vassede01,done,0,
vaughra01,done,0,
veselja01,done,0,
vezenal01,done,0,
villach01,done,0,
vincima01,done,0,
vonleno01,done,0,
voskuja01,done,0,
vranesl01,done,0,
vromaja01,done,0,
vucevni01,done,0,
vujacsa01,done,0,
wadede01,done,0,
wadedw01,done,0,
wafervo01,done,0,
wagneda02,done,0,
wagnefr01,done,0,
wagnemo01,done,0,
waitedi01,done,0,
walkebi01,done,0,
walkeja02,done,0,
walkeke02,done,0,
walkelo01,done,0,
walkemj01,done,0,
walljo01,done,0,
wallaca01,done,0,
wallage01,done,0,
walshjo01,done,0,
walshma01,done,0,
walteja01,done,0,
waltolu01,done,0,
wanambr01,done,0,
wareca01,done,0,
wareke01,done,0,
warneja01,done,0,
warretj01,done,0,
warrewi01,done,0,
warriha01,done,0,
washida01,done,0,
washipj01,done,0,
watkida01,done,0,
watsocj01,done,0,
watsoea01,done,0,
watsope01,done,0,
waynsma01,done,0,
wearda01,done,0,
weartr01,done,0,
weaveky01,done,0,
webstma02,done,0,
weemsso01,done,0,
wellsja01,done,0,
welscji01,done,0,
wembavi01,done,0,
weslebl01,done,0,
westda01,done,0,
westde01,done,0,
westma02,done,0,
westbru01,done,0,
whalero01,done,0,
wheelph02,done,0,
whiteco01,done,0,
whitedj01,done,0,
whitede01,done,0,
whiteja02,done,0,
whiteok01,done,0,
whitero02,done,0,
whitero03,done,0,
whiteda01,done,0,
whiteha01,done,0,
whitmca01,done,0,
whittsh01,done,0,
wiggian01,done,0,
wilcoch01,done,0,
wilkida02,done,0,
wilksmi01,done,0,
willico04,done,0,
willide01,done,0,
willide02,done,0,
williel01,done,0,
willifr02,done,0,
willigr01,done,0,
willija06,done,0,
willija04,done,0,
willija03,done,0,
willija07,done,0,
willijo03,done,0,
williju01,done,0,
willike04,done,0,
willilo02,done,0,
willima03,done,0,
willima04,done,0,
willima07,done,0,
willima02,done,0,
willima01,done,0,
willipa01,done,0,
willire02,done,0,
williro04,done,0,
willise01,done,0,
willish03,done,0,
willish02,done,0,
willite01,done,0,
willizi02,done,0,
willini01,done,0,
willilu01,done,0,
willizi01,done,0,
willode01,done,0,
wilsodj01,done,0,
wiltjky01,done,0,
winslju01,done,0,
wisemja01,done,0,
witheje01,done,0,
wolfda01,done,0,
wolkoru01,done,0,
woodch01,done,0,
woodslo01,done,0,
woodsqy01,done,0,
artesro01,done,0,
wrighan01,done,0,
wrighbr02,done,0,
wrighbr03,done,0,
wrighch01,done,0,
wrighch02,done,0,
wrighde01,done,0,
wrighdo01,done,0,
wrighju01,done,0,
wroteto01,done,0,
yabusgu01,done,0,
yarbrvi01,done,0,
youngjo01,done,0,
youngni01,done,0,
youngsa01,done,0,
youngth01,done,0,
youngti01,done,0,
youngtr01,done,0,
yuesu01,done,0,
yurtsom01,done,0,
zelleco01,done,0,
zellelu01,done,0,
zellety01,done,0,
zhizhwa01,done,0,
zimmede01,done,0,
zimmest01,done,0,
zipsepa01,done,0,
zizican01,done,0,
zubaciv01,done,0,
alumape01,done,0,
baileto01,done,0,
bakerla01,done,0,
benjaco01,done,0,
bibbymi01,done,0,
boykiea01,done,0,
brownge02,done,0,
carrco01,done,0,
cartevi01,done,0,
clarkke01,done,0,
davidko01,done,0,
davisri01,done,0,
dickemi01,done,0,
doleami01,done,0,
drewbr01,done,0,
edwaran01,done,1,
edwarca01,done,1,
edwarco01,done,1,
garnema01,done,0,
garripa01,done,0,
grantpa01,done,0,
harprma01,done,0,
harrial01,done,0,
hendejr01,done,0,
hughela01,done,0,
jackslu02,done,1,
jacksma02,done,1,
jackspi01,done,1,
jacksra02,done,0,
jacobsa01,done,0,
jamesje01,done,0,
jamisan01,done,0,
jonesch03,done,0,
jonesda01,done,0,
kernejo01,done,0,
kingge02,done,0,
lafrera01,done,0,
lewisra02,done,0,
lopezfe01,done,0,
luety01,done,0,
marksse01,done,0,
mccarke01,done,0,
mccoyje01,done,0,
mcderdo01,done,1,
mcfariv01,done,1,
mcgarmi01,done,1,
mcgeeja01,done,1,
mcleoro01,done,0,
millebr01,done,0,
moblecu01,done,0,
mohamna01,done,0,
mooremi01,done,0,
ndiayma01,done,0,
nesbyty01,done,0,
nestera01,done,0,
nowitdi01,done,0,
olowomi01,done,0,
pattean01,done,0,
patteru01,done,0,
piercpa01,done,0,
shawca01,done,0,
sheppje01,done,0,
simonmi01,done,0,
simsal01,done,0,
skinnbr01,done,0,
stackry01,done,0,
stepavl01,done,0,
stojape01,done,0,
sundobr01,done,0,
traylro01,done,0,
wellsbo01,done,0,
wheelty01,done,0,
whiteja01,done,0,
willija02,done,0,
willish01,done,0,
wintetr01,done,0,
youngko01,done,0,
adelde01,done,0,
alexaky01,done,0,
alexatr01,done,0,
alexaty01,done,0,
alkinra01,done,0,
allenka01,done,0,
alvarjo01,done,0,
antetal01,done,0,
antetko01,done,0,
arcidry01,done,0,
artisja01,done,0,
ayayijo01,done,0,
azubuud01,done,0,
badjiib01,done,0,
baileam01,done,0,
baldwpa01,done,0,
baldwwa01,done,0,
barlodo01,done,0,
barnhbr01,done,0,
bassech01,done,0,
batesem01,done,0,
bateske01,done,0,
battlja01,done,0,
baughda01,done,0,
beaucma01,done,0,
beekmre01,done,0,
belljo01,done,0,
bernaju01,done,0,
beyty01,done,0,
birdja01,done,0,
bitimon01,done,0,
blackle01,done,0,
blakean01,done,0,
blevike01,done,0,
blossja01,done,0,
blueva01,done,0,
boehebu01,done,0,
bolbo01,done,0,
boldema01,done,0,
bolomjo01,done,0,
bonejo01,done,0,
bostobr01,done,0,
bouchch01,done,0,
bouyeja01,done,0,
bowenbr02,done,0,
brantja01,done,0,
brazdig01,done,0,
breako01,done,0,
bridgja01,done,0,
brimaam01,done,0,
brissos01,done,0,
brockiz01,done,0,
broekry01,done,0,
brookar01,done,0,
brookke02,done,0,
brownan02,done,0,
brownch02,done,0,
brownch05,done,0,
brownda04,done,0,
browngr01,done,0,
brownke03,done,0,
brownlo01,done,0,
brownma02,done,0,
brownmo01,done,0,
butleja02,done,0,
butlejo01,done,0,
cacokde01,done,0,
cainja01,done,0,
cannade01,done,0,
cardwdy01,done,0,
carlsbr01,done,0,
cartodj01,done,0,
carusal01,done,0,
castlco01,done,0,
caupatr01,done,0,
cavanty01,done,0,
cazalma01,done,0,
champju02,done,0,
champju01,done,0,
chealjo01,done,0,
cheatzy01,done,0,
chiozch01,done,0,
chomcul01,done,0,
chrisjo01,done,0,
cissemo01,done,0,
cissosi01,done,0,
clarkga01,done,0,
clarkja02,done,0,
clavegi01,done,0,
clevean01,done,0,
coffeam01,done,0,
colliky01,done,0,
colsobo01,done,0,
cookqu01,done,0,
cookty01,done,0,
cookech01,done,0,
cookeja01,done,0,
cooleja01,done,0,
coopesh01,done,0,
cornepe01,done,0,
costema01,done,0,
councri01,done,0,
craigto01,done,0,
crawfis01,done,0,
crutcja01,done,0,
cryerlj01,done,0,
cuiyo01,done,0,
culveja01,done,0,
nfalyda01,done,0,
darlina01,done,0,
davisjd01,done,0,
daysda01,done,0,
delgaan01,done,0,
dennide01,done,0,
dennira01,done,0,
derrima01,done,0,
diabamo01,done,0,
diakima01,done,0,
dickihu01,done,0,
dorsety01,done,0,
dotsode01,done,0,
doumbse01,done,0,
dowtije01,done,0,
doylemi01,done,0,
doziepj01,done,0,
drellhe01,done,0,
ducasal01,done,0,
dukeda01,done,0,
duvaltr01,done,0,
edwarje01,done,0,
edwarju01,done,0,
edwarke02,done,0,
edwarvi01,done,0,
elliske01,done,0,
enarutr01,done,0,
etienty01,done,0,
eubandr01,done,0,
evansja01,done,0,
evbuoto01,done,0,
fallta01,done,0,
feldeka01,done,0,
fernabr01,done,0,
fittsma01,done,0,
flaglad01,done,0,
flowetr01,done,0,
fordjo01,done,0,
forretr01,done,0,
fostemi02,done,0,
frazime01,done,0,
frazimi01,done,0,
freemen01,done,0,
freemja01,done,0,
fudgeal01,done,0,
funkan01,done,0,
gabriwe01,done,0,
gardnmy01,done,0,
garrema01,done,0,
garubus01,done,0,
garzalu01,done,0,
gateska01,done,0,
gilbeke01,done,0,
gilesha01,done,0,
gilleco01,done,0,
gilyaja01,done,0,
goldivl01,done,0,
goodwbr01,done,0,
goodwjo01,done,0,
gortmja01,done,0,
grantdo01,done,0,
grayjo01,done,0,
grayra01,done,0,
greenaj01,done,0,
gueyemo01,done,0,
guyky01,done,0,
haganas01,done,0,
hallde01,done,0,
halljo02,done,0,
halljo01,done,0,
hallpj01,done,0,
hamilda02,done,0,
hamptrj01,done,0,
harklej01,done,0,
harpeja01,done,0,
harpero02,done,0,
harrija01,done,0,
harrike01,done,0,
harrish01,done,0,
hausesa01,done,0,
hearnre01,done,0,
henryaa01,done,0,
henrymy01,done,0,
hepbuch01,done,0,
herveke01,done,0,
hicksis01,done,0,
highsha01,done,0,
hillma01,done,0,
hillida01,done,0,
hinsobl01,done,0,
hintona01,done,0,
hoardja01,done,0,
hodgedm01,done,0,
hollajo02,done,0,
hoodsja01,done,0,
houseda01,done,0,
houstca01,done,0,
howarma02,done,0,
howarwi01,done,0,
hudgitr01,done,0,
huffja01,done,0,
hukpoar01,done,0,
huntfe01,done,0,
hunterj01,done,0,
huntevi01,done,0,
huntlcj01,done,0,
hutchch01,done,0,
hylanbo01,done,0,
ingraha01,done,0,
jacksde01,done,0,
jacksfr01,done,0,
jacksgg01,done,0,
jacksju01,done,0,
jacksqu01,done,0,
jamesju01,done,0,
jamesmi02,done,0,
jarrede01,done,0,
jeffeam01,done,0,
jeffrda01,done,0,
jemistr01,done,0,
jenkida01,done,0,
jeromty01,done,0,
johnsal02,done,0,
johnsbj01,done,0,
johnsch06,done,0,
johnsda08,done,0,
johnske07,done,0,
johnske10,done,0,
johnske08,done,0,
jonesca03,done,0,
jonesco02,done,0,
jonescu01,done,0,
jonesde02,done,0,
jonesdi01,done,0,
jonesis01,done,0,
jonesja04,done,0,
joneska01,done,0,
jonesma05,done,0,
jonessp01,done,0,
jonesda06,done,0,
juzanjo01,done,0,
kabenmf01,done,0,
kawamyu01,done,0,
keelstr01,done,0,
kelleky01,done,0,
kellymi02,done,0,
kentja01,done,0,
keybr01,done,0,
kingge03,done,0,
kinglo02,done,0,
knighna01,done,0,
kolokch01,done,0,
konchjo01,done,0,
kornelu01,done,0,
krejcvi01,done,0,
kulboar01,done,0,
lamban01,done,0,
lawvi01,done,0,
lawsoaj01,done,0,
leaftj01,done,0,
leeda03,done,0,
leesa01,done,0,
leonsma01,done,0,
lewissc01,done,0,
liddeej01,done,0,
liveris01,done,0,
livinch01,done,0,
loftoke01,done,0,
louzama01,done,0,
loveca01,done,0,
loydjo01,done,0,
lucaska01,done,0,
lundbga01,done,0,
lundyse01,done,0,
maconda01,done,0,
macurjp01,done,0,
magetjo01,done,0,
magnawi01,done,0,
maledth01,done,0,
mamuksa01,done,0,
maneka01,done,0,
mannini01,done,0,
manonch01,done,0,
marshna01,done,0,
martial01,done,0,
martica02,done,0,
martija02,done,0,
martije02,done,0,
martike03,done,0,
martity01,done,0,
mashaja01,done,0,
masonfr01,done,0,
mathega01,done,0,
mathima01,done,0,
mayssk01,done,0,
mcadoja01,done,0,
mccluma01,done,0,
mccreer01,done,0,
mcculke01,done,0,
mcderse01,done,0,
mcgowbr01,done,0,
mclauja01,done,0,
mclaujo01,done,0,
mcveija01,done,0,
mensana01,done,0,
metuch01,done,0,
milleem01,done,0,
millejo02,done,0,
millema01,done,0,
miltosh01,done,0,
minayju01,done,0,
mitchaj01,done,0,
mitrona01,done,0,
mobleis01,done,0,
mokokad01,done,0,
montelu01,done,0,
moonxa01,done,0,
moonema01,done,0,
moorebe01,done,0,
mooreta02,done,0,
moorewe01,done,0,
moralal01,done,0,
morrimo01,done,0,
motlejo01,done,0,
muldemy01,done,0,
munfoxa02,done,0,
nancepe01,done,0,
nembhrj01,done,0,
nembhry01,done,0,
newtotr01,done,0,
niangge01,done,0,
nixda01,done,0,
norrimi01,done,0,
nowelma01,done,0,
nunnaja01,done,0,
odurojo01,done,0,
olbrila01,done,0,
olivaqu01,done,0,
omierno01,done,0,
omorueu01,done,0,
owensta01,done,0,
paigema01,done,0,
pascher01,done,0,
pasecan01,done,0,
pattoju01,done,0,
paynead01,done,0,
paytoga02,done,0,
pedulse01,done,0,
perryre01,done,0,
peterta01,done,0,
peteral01,done,0,
peterdr01,done,0,
pickeja01,done,0,
pinsoth01,done,0,
pippesc02,done,0,
plowdda01,done,0,
plumlma02,done,0,
ponsyv01,done,0,
portecr01,done,0,
portejo01,done,0,
postqu01,done,0,
pottemi01,done,0,
poulajo01,done,0,
powelmy01,done,0,
poythal01,done,0,
prestja01,done,0,
primojo01,done,0,
prospol01,done,0,
pulleja01,done,0,
pullizy01,done,0,
queentr01,done,0,
quetane01,done,0,
quinole01,done,0,
randlch01,done,0,
reathdu01,done,0,
reavejo02,done,0,
reedda01,done,0,
reedpa01,done,0,
reeseal01,done,0,
reeseju01,done,0,
reevean01,done,0,
reynoca01,done,0,
rhodeja01,done,0,
rillegr01,done,0,
robbili01,done,0,
robinde01,done,0,
robinje01,done,0,
robinju01,done,0,
robinor01,done,0,
robinje02,done,0,
roddyda01,done,0,
rolliry01,done,0,
roweja01,done,0,
ruperra01,done,0,
ryanco01,done,0,
ryanma01,done,0,
sallihu01,done,0,
samanlu01,done,0,
sampsbr01,done,0,
sampsja02,done,0,
samueje01,done,0,
sandeko01,done,0,
sandfpa01,done,0,
sanogad01,done,0,
sarrol01,done,0,
schakjo01,done,0,
schofad01,done,0,
scrubja01,done,0,
seabrde01,done,0,
searsma01,done,0,
shayoma01,done,0,
shulgma01,done,0,
simmoko01,done,0,
simpskj01,done,0,
simsje01,done,0,
skapidm01,done,0,
slawsja01,done,0,
smallja01,done,0,
smartja01,done,0,
smithdr01,done,0,
smithni01,done,0,
smithte01,done,0,
smithto05,done,0,
smithty02,done,0,
sneedxa01,done,0,
spaldra01,done,0,
spencca01,done,0,
spencpa01,done,0,
stanlca01,done,0,
steveis01,done,0,
stevela01,done,0,
strusma01,done,0,
sumneed01,done,0,
swideco01,done,0,
taylote01,done,0,
telfoja01,done,0,
terreja01,done,0,
terryda01,done,0,
terryty01,done,0,
thomabr01,done,0,
thompet01,done,0,
thorjt01,done,0,
thornsi01,done,0,
tilliki02,done,0,
timmedr01,done,0,
tomlina01,done,0,
tonjejo01,done,0,
toppija01,done,0,
toscaju01,done,0,
toupaax01,done,0,
armeltr01,done,0,
travelu01,done,0,
tshieos01,done,0,
tuckera01,done,0,
umudest01,done,0,
vincega01,done,0,
vukcetr01,done,0,
wainris01,done,0,
walkeja01,done,0,
wallake01,done,0,
wallaty01,done,0,
waltode01,done,0,
washbju01,done,0,
washidu02,done,0,
washity02,done,0,
watanyu01,done,0,
waterli01,done,0,
watertr01,done,0,
watfotr01,done,0,
watkija01,done,0,
watsoan02,done,0,
watsopa01,done,0,
weathqu01,done,0,
webbja01,done,0,
weberbr01,done,0,
welshth01,done,0,
whitean01,done,0,
whiteja03,done,0,
whiteis01,done,0,
whittgr01,done,0,
wieskjo01,done,0,
wiggiaa01,done,0,
wiggili01,done,0,
wilcocj01,done,0,
wileyja01,done,0,
willial03,done,0,
willial06,done,0,
william01,done,0,
willibr03,done,0,
willicj01,done,0,
willido02,done,0,
willijo04,done,0,
willima11,done,0,
willima05,done,0,
willije02,done,0,
willitr02,done,0,
willivi01,done,0,
wilsoja03,done,0,
wilsoja02,done,0,
windldy01,done,0,
winstca01,done,0,
woltena01,done,0,
wongis01,done,0,
woodaro01,done,0,
wrighmc01,done,0,
wrighmo01,done,0,
wrighju02,done,0,
yorkga01,done,0,
youngja05,done,0,
youngja01,done,0,
youngch01,done,0,
zikarro01,done,0,
minixri01,done,1,
perralo01,done,1,
